FID,Month,Year,Used,ConBog,MarshGrass,Mixedwood,Opendec,BTrail_D,Edge_D,Road_D,Stream_D,Trail_D,Water_D,Ruggedness,E_Density
1851,0,2017,0,0,0,0.0268456,0,8.2082005,6.2648902,8.5371599,5.5149899,6.4906502,6.7307501,16,0
1852,0,2017,0,0.0268456,0.0067114,0.66443,0,8.03228,5.1985002,8.5547504,5.2631798,5.2631798,7.26302,4,0
1853,0,2017,0,0.671141,0.0604027,0.261745,0,7.8201499,4.6928701,8.5627003,6.1835999,5.1700802,7.0188198,1,0
1854,0,2017,0,0.463087,0.221477,0.248322,0,7.5543399,4.51086,8.5833101,5.4608898,6.4518099,6.86797,1,0
1855,0,2017,0,0.0604027,0.697987,0.107383,0.0067114,7.20364,4.51086,8.6150904,3.43399,6.70575,7.0188198,3,0
1856,0,2017,0,0.0805369,0.167785,0.33557,0.362416,6.7223401,4.51086,8.6556101,5.2121201,6.8611002,7.3228002,2,0
1857,0,2017,0,0.0067114,0.134228,0.0671141,0.791946,6.14574,4.82586,8.6104002,5.35186,6.86797,7.2326798,1,6.25
1858,0,2017,0,0.167785,0.342282,0.0067114,0.483221,6.4573898,3.43399,8.5647497,0,6.8913202,7.1399398,1,0
1859,0,2017,0,0.38255,0.033557,0.52349,0.0604027,6.8490901,5.1399398,8.52878,5.2631798,6.8699198,7.0563302,2,0
1860,0,2017,0,0.0604027,0.281879,0.47651,0.120805,5.8888798,4.1108699,8.5050097,3.77107,5.9025402,6.3637099,2,0
1861,0,2017,0,0.362416,0.0872483,0.268456,0,5.4847999,4.8542099,8.4953203,5.0172801,5.35186,5.3909101,3,0
1862,0,2017,0,0.0067114,0.134228,0.100671,0,6.2363701,4.7957902,8.5005598,6.4906502,4.9064898,5.3909101,1,0
1863,0,2017,0,0.114094,0.248322,0.14094,0,6.8606,4.51086,8.5109997,7.0613298,6.5295701,0,0,0
1864,0,2017,0,0,0.288591,0,0,7.08145,4.1108699,8.5014296,7.2986698,7.1390901,4.82586,1,0
1865,0,2017,0,0.033557,0.100671,0.0939597,0,6.7294698,4.7957902,8.5066099,7.0629802,7.5225902,5.6546102,3,0
1866,0,2017,0,0.0402685,0.268456,0.248322,0,6.4906502,3.43399,8.5260801,6.43817,7.7987199,4.45263,2,0
1867,0,2017,0,0.0134228,0.147651,0.181208,0,5.5959301,4.51086,8.55828,5.9025402,8.0164003,5.1700802,1,0
1868,0,2017,0,0,0.328859,0.0469799,0.181208,3.77107,0,8.6008501,6.35289,8.1957197,5.2121201,2,0
1869,0,2017,0,0,0.362416,0.033557,0,5.5959301,3.43399,8.6512299,4.2207098,8.3471899,5.9687099,2,0
1870,0,2017,0,0,0.503356,0,0,6.3846798,0,8.6974401,4.7957902,8.4786301,5.1399398,1,0
1871,0,2017,0,0,0.456376,0,0,6.7453098,4.1108699,8.7318802,5.9059,8.58638,4.5629802,2,0
1872,0,2017,0,0,0.228188,0.0134228,0,6.9476099,3.77107,8.77281,6.3305202,8.6206999,5.2508898,1,0
1873,0,2017,0,0,0.496644,0,0,6.53053,4.2207098,8.8185902,5.0910201,8.6627798,3.77107,1,2.0833299
1874,0,2017,0,0,0.85906,0,0,5.5959301,4.51086,8.8677197,5.1985002,8.7114601,4.82586,0,0
1875,0,2017,0,0,0.14094,0,0,5.5959301,0,8.9189501,6.29496,8.7641897,5.6546102,1,0
1876,0,2017,0,0,0.127517,0,0,6.7223401,4.7957902,8.9712496,6.6332502,8.8190603,5.5570998,1,0
1877,0,2017,0,0,0.395973,0,0.134228,6.7877202,3.43399,9.00387,5.5959301,8.8755903,4.1108699,0,0
1878,0,2017,0,0,0.516779,0,0.100671,6.3846798,0,8.9706898,3.43399,8.9324999,4.7957902,2,0
1879,0,2017,0,0,0.0067114,0,0,3.77107,5.0910201,8.9413605,5.4925199,8.9858799,5.5434499,1,0
1880,0,2017,0,0,0.147651,0,0.0134228,4.8542099,4.45263,8.9162302,5.1700802,9.0329504,5.9716501,1,0
1881,0,2017,0,0,0.0134228,0,0.409396,5.4357901,5.2121201,8.8960505,5.0910201,9.0806503,6.5683498,1,2.0833299
1882,0,2017,0,0,0,0.0067114,0.872483,6.1640301,6.0451698,8.88202,6.0029202,9.1282997,6.3985901,1,0
1883,0,2017,0,0,0,0,0.42953,6.2415199,5.9687099,8.87467,4.2207098,9.1318998,6.1114702,2,0
1884,0,2017,0,0,0.221477,0,0,6.46945,0,8.8736095,6.3174801,9.1199598,4.7957902,1,0
1885,0,2017,0,0,0.610738,0,0.0738255,6.8062701,3.43399,8.8719597,7.0451698,9.1121302,5.7680202,1,0
1886,0,2017,0,0,0.187919,0,0.651007,7.0711699,4.1108699,8.8694,7.3429999,9.1086197,5.8923302,0,0
1887,0,2017,0,0.0067114,0.637584,0.248322,0,6.9921498,3.43399,8.8719597,7.0971198,9.1094999,5.2121201,0,0
1888,0,2017,0,0,0,0.0067114,0,6.42414,5.6261301,8.8499403,6.7945499,9.1147604,5.9537301,0,0
1889,0,2017,0,0,0.375839,0.0536913,0.0201342,5.4608898,3.43399,8.8264503,6.0029202,9.1242599,5.0910201,0,0
1890,0,2017,0,0.0402685,0.0134228,0.033557,0.530201,4.1108699,3.77107,8.7946997,4.7957902,9.1377602,6.5188999,9,0
1891,0,2017,0,0.0067114,0.0067114,0.161074,0.234899,0,5.2508898,8.7618103,4.2207098,9.1549397,6.4484401,3,0
1892,0,2017,0,0,0.362416,0.0067114,0,6.21521,3.43399,8.7359896,3.43399,9.1754303,4.2207098,2,0
1893,0,2017,0,0,0,0,0,6.94803,5.5434499,8.7184801,5.7071099,9.1988096,6.29496,4,0
1894,0,2017,0,0,0,0.0402685,0,6.75701,5.3619099,8.7102299,5.5149899,9.2246599,6.3174801,4,0
1895,0,2017,0,0,0.0268456,0.0134228,0,5.8378801,4.7957902,8.7117004,4.2207098,9.2525597,6.0001602,2,0
1896,0,2017,0,0,0.543624,0,0.0268456,4.5629802,4.1108699,8.7228003,6.3460002,9.2683802,3.43399,0,0
1897,0,2017,0,0,0.362416,0,0.563758,6.0375199,0,8.7429104,6.1114702,9.2804203,6.0451698,0,
1898,0,2017,0,0,0,0,0.959732,6.6531301,5.1399398,8.7261295,6.5566702,9.2952204,6.2632599,0,
1899,0,2017,0,0.0939597,0,0,0.630872,7.0964999,5.6021199,8.7131596,6.7905798,9.2871704,6.0001602,1,
1900,0,2017,0,0,0.597315,0,0.0604027,7.2420001,3.43399,8.7097397,6.87428,9.23102,4.45263,0,
1901,0,2017,0,0,0.0604027,0.0134228,0.167785,6.8171902,3.43399,8.7123203,7.1634402,9.17167,6.2346401,1,
1902,0,2017,0,0,0.100671,0.0067114,0.496644,6.10252,4.6928701,8.7014799,7.0937099,9.1087503,5.9319801,1,
1903,0,2017,0,0,0.845638,0,0.120805,5.0367599,4.7957902,8.6987896,6.8857002,9.0418196,4.7957902,0,
1904,0,2017,0,0,0.362416,0.0402685,0.0805369,4.6928701,3.77107,8.6497002,6.10252,8.9703798,5.35186,1,
1905,0,2017,0,0.127517,0.557047,0.174497,0,6.2346401,0,8.5408802,5.7071099,8.8938198,5.3094902,1,
1906,0,2017,0,0,0.107383,0.355705,0,6.7979202,4.51086,8.4194202,6.3305202,8.81145,5.6021199,0,
1907,0,2017,0,0,0.114094,0.0402685,0,7.1953502,4.51086,8.2822399,6.7642698,8.7224102,5.5503201,2,
1908,0,2017,0,0,0.0604027,0,0,7.5246902,3.43399,8.1251497,7.0656099,8.6257496,6.7402902,1,
1909,0,2017,0,0,0,0,0,7.6890998,6.3998399,7.9424701,6.8927202,8.5169296,6.7720098,4,
1910,0,2017,0,0,0,0,0,7.75842,6.49786,7.7269802,6.6605701,8.3896103,6.6635199,7,
1911,0,2017,0,0,0,0,0,7.5348101,6.7402902,7.4725099,6.87428,8.2438803,6.9302602,2,
1912,0,2017,0,0,0,0,0,7.2816901,6.36904,7.1907701,6.4047999,8.0735998,7.27005,2,
1913,0,2017,0,0,0,0,0,7.0188198,5.4925199,6.9770899,5.3619099,7.86901,6.7508898,0,
1914,0,2017,0,0,0.0939597,0.0268456,0,6.7905798,3.43399,6.9289699,4.1108699,7.6133499,5.8378801,2,
1915,0,2017,0,0,0.033557,0,0,6.8485799,5.1985002,6.9285402,5.8021202,7.2741799,5.4925199,1,
1916,0,2017,0,0,0.0067114,0.0134228,0,7.1642499,5.1985002,6.9285402,5.6919298,6.75701,5.6970401,4,
1917,0,2017,0,0,0,0.0134228,0.154362,6.5419002,4.51086,7.05196,4.6928701,5.6546102,4.82586,5,
1918,0,2017,0,0,0.624161,0.0402685,0,4.6928701,4.1108699,7.3334799,5.0367599,5.5503201,4.2207098,2,
2001,0,2016,0,0,0.322148,0.0134228,0.395973,6.5710101,4.45263,8.9614496,6.5419002,9.0839596,0,1,0
2002,0,2016,0,0,0,0,0,6.9492698,5.35186,8.9551897,6.1202598,9.0665197,5.8957601,1,0
2003,0,2016,0,0,0,0,0,7.0974202,5.8021202,8.9542904,6.5566702,9.0528898,6.12675,1,0
2004,0,2016,0,0,1,0,0,7.2707,5.2508898,8.95259,7.112,9.0439301,5.5434499,0,0
2005,0,2016,0,0.0067114,0.295302,0.0268456,0.463087,7.2219901,4.45263,8.9504004,6.9675899,9.0398998,5.4925199,0,0
2006,0,2016,0,0,0.436242,0.0134228,0,6.69206,3.43399,8.95259,6.56389,9.0409098,5.9687099,0,0
2007,0,2016,0,0.0402685,0.241611,0.0872483,0,5.7071099,3.77107,8.9288702,6.10252,9.0469398,6.1519098,0,0
2008,0,2016,0,0.0738255,0.161074,0.0536913,0.228188,5.3619099,0,8.9084501,4.1108699,9.0578003,5.7266598,16,0
2009,0,2016,0,0.0738255,0,0.644295,0.100671,6.1640301,6.0722799,8.8754501,5.9319801,9.0731897,6.5875301,2,0
2010,0,2016,0,0.0268456,0,0.315436,0,6.20612,5.98037,8.8476,5.7266598,9.0927,6.7720098,2,0
2011,0,2016,0,0,0,0.0201342,0.134228,6.7223401,5.9191098,8.8259401,5.6021199,9.1158504,6.35289,4,0
2012,0,2016,0,0.0268456,0.0067114,0.187919,0.0939597,6.91717,5.0172801,8.8113699,0,9.1421099,6.23809,4,0
2013,0,2016,0,0,0.0134228,0.14094,0,6.32621,4.82586,8.8045197,5.4357901,9.17097,6.1835999,1,0
2014,0,2016,0,0.0067114,0.0134228,0.261745,0.308725,5.2508898,5.0910201,8.8057404,5.1700802,9.2010603,5.7071099,1,0
2015,0,2016,0,0.0201342,0.503356,0,0.0134228,5.8923302,4.1108699,8.81495,5.0367599,9.2112198,5.2631798,1,0
2016,0,2016,0,0,0.85906,0,0,6.8236299,3.77107,8.8317404,5.0172801,9.2247,4.1108699,1,
2017,0,2016,0,0,0.228188,0,0.409396,7.1252899,3.77107,8.8177204,6.3145299,9.24121,6.3583298,0,
2018,0,2016,0,0,0,0,0.0268456,7.38908,5.6021199,8.8069496,5.7853599,9.2600899,6.1539502,0,
2019,0,2016,0,0,0.134228,0,0.516779,7.4712,4.1108699,8.8041201,6.21521,9.2214298,5.0367599,1,
2020,0,2016,0,1,0,0,0,7.1664,5.8183298,8.8054399,6.6051698,9.1608601,6.35289,0,
2021,0,2016,0,0.154362,0.536913,0.120805,0,6.8485799,3.43399,8.7964602,6.4096999,9.0964699,4.1108699,0,
2022,0,2016,0,0,0.14094,0.281879,0,6.45961,4.7957902,8.7681799,6.8193402,9.02775,5.8183298,1,
2023,0,2016,0,0,0,0.268456,0,5.5959301,5.4847999,8.6739597,5.9319801,8.9541101,6.1640301,1,
2024,0,2016,0,0.161074,0.134228,0.174497,0.134228,4.2207098,4.1108699,8.5708704,4.51086,8.8748198,6.1539502,6,
2025,0,2016,0,0.134228,0.167785,0.0939597,0.154362,6.2415199,4.1108699,8.4573498,4.51086,8.7889605,6.43817,12,
2026,0,2016,0,0.154362,0.0201342,0.0402685,0.38255,6.99933,4.6928701,8.3315697,6.1202598,8.6954298,6.3362002,1,
2027,0,2016,0,0.241611,0,0.154362,0.154362,7.2556601,6.2632599,8.1915302,6.3473902,8.5928097,6.8913202,1,
2028,0,2016,0,0,0,0.0067114,0,7.3805799,5.4357901,8.0355396,6.2632599,8.4793301,6.0650301,2,
2029,0,2016,0,0,0.0268456,0,0.0939597,7.4623599,4.45263,7.8638401,5.1985002,8.3527002,5.2508898,8,
2030,0,2016,0,0,0,0,0,7.3420601,5.5959301,7.6831198,6.1855202,8.2100697,6.5295701,5,
2031,0,2016,0,0,0,0,0,6.9345498,5.8957601,7.5170298,5.8957601,8.0479803,7.03023,3,
2032,0,2016,0,0,0.0604027,0,0,6.42768,4.6928701,7.41717,4.45263,7.8629799,6.6635199,4,
2033,0,2016,0,0.0067114,0.389262,0.0134228,0,5.7853599,3.43399,7.3909702,4.6928701,7.6481199,5.9716501,2,
2034,0,2016,0,0,0,0.120805,0,6.10252,5.9687099,7.3908,6.0451698,7.3257399,6.23809,1,
2035,0,2017,0,0.033557,0.0469799,0.167785,0,8.2973099,4.82586,8.6032104,7.1212001,8.2042799,5.8183298,1,0
2036,0,2017,0,0,0.0067114,0,0,8.1862202,5.1985002,8.5130997,6.8023901,8.0436897,5.8888798,4,0
2037,0,2017,0,0,0.0067114,0,0,8.0774698,5.0910201,8.4208603,6.7223401,7.8524699,6.3145299,4,0
2038,0,2017,0,0,0.0134228,0.194631,0,7.9814801,4.2207098,8.3291101,5.9059,7.60817,6.8880501,1,0
2039,0,2017,0,0,0,0,0,7.9029198,6.3487701,8.24226,3.43399,7.3068399,7.05196,7,0
2040,0,2017,0,0,0,0,0,7.85111,5.9945798,8.1669703,6.2825198,6.87428,6.9623699,4,0
2041,0,2017,0,0.0671141,0.610738,0.0268456,0,7.8498101,3.43399,8.1118002,5.0172801,6.1289001,6.78369,9,0
2042,0,2017,0,0.0805369,0.751678,0.107383,0,7.8992701,4.2207098,8.0851803,5.2631798,4.9064898,6.7945499,3,0
2043,0,2017,0,0.771812,0.0604027,0.167785,0,7.9876499,5.0367599,8.0529804,6.60185,6.1114702,6.8171902,2,0
2044,0,2017,0,0.281879,0,0.644295,0,8.09725,5.4608898,8.0362997,6.49786,6.6955199,6.3808098,4,0
2045,0,2017,0,0.0402685,0.033557,0.758389,0,8.2142096,4.51086,8.0566101,6.4650998,6.6605701,6.5892301,10,0
2046,0,2017,0,0.0201342,0,0.187919,0,8.3303204,6.3596802,8.1097698,6.5683498,6.8927202,6.6409898,4,0
2047,0,2017,0,0,0,0.288591,0,8.3682003,6.0138202,8.1806002,6.14781,7.18226,6.1640301,5,0
2048,0,2017,0,0,0.0402685,0.0402685,0,8.3514204,4.6928701,8.2653704,5.9059,7.0656099,5.1700802,8,0
2049,0,2017,0,0,0.147651,0.167785,0,8.3522301,4.6928701,8.3556204,6.1539502,7.1410699,6.0349398,2,0
2050,0,2017,0,0,0,0.033557,0,8.2442799,6.12675,8.4484701,6.6671801,6.9476099,6.78829,8,0
2051,0,2017,0,0,0,0.0134228,0,8.0828199,6.0527101,8.5389204,6.6340299,6.43817,7.1107998,13,0
2052,0,2017,0,0.0134228,0.0805369,0.0939597,0,7.8954802,4.2207098,8.6271801,6.08178,5.1700802,6.5149598,2,0
2053,0,2017,0,0,0.503356,0,0,7.6764898,3.43399,8.6871901,6.42414,4.2207098,5.8888798,2,0
2054,0,2017,0,0.302013,0.47651,0.0738255,0.0536913,7.4253898,4.1108699,8.7131596,6.2632599,5.4847999,6.5149598,1,0
2055,0,2017,0,1,0,0,0,7.1500301,5.6919298,8.7470198,5.8640299,5.9191098,6.9966998,1,0
2056,0,2017,0,0.348993,0.14094,0.436242,0.0738255,6.9639802,4.7957902,8.70438,5.8183298,5.8888798,7.3854599,1,0
2057,0,2017,0,0.0536913,0.0067114,0.201342,0.738255,7.0417299,5.0910201,8.6668596,5.7266598,5.9716501,7.5289998,1,0
2058,0,2017,0,0,0.395973,0,0.604027,6.76964,3.43399,8.6377296,5.3814301,5.9687099,7.2438402,1,0
2059,0,2017,0,0,0.66443,0,0.33557,5.6021199,4.45263,8.6187,5.0172801,5.71207,6.8819199,1,0
2060,0,2017,0,0.0872483,0,0.744966,0.167785,4.51086,5.9537301,8.6110001,6.3637099,4.5629802,6.5883799,3,0
2061,0,2017,0,0,0,0.288591,0,5.6490402,5.1399398,8.61516,6.8193402,5.4847999,5.6261301,9,0
2062,0,2017,0,0.033557,0.0134228,0.362416,0,6.7502699,5.0172801,8.6240702,6.9570899,6.7345901,6.0138202,8,0
2063,0,2017,0,0,0.181208,0,0,7.2784801,4.1108699,8.6164503,6.8057199,7.2730899,4.51086,2,0
2064,0,2017,0,0,0.362416,0,0,7.2486501,3.77107,8.6205597,7.0184598,7.6098299,5.2508898,2,0
2065,0,2017,0,0,0.107383,0,0,7.0097198,4.2207098,8.6361303,6.9921498,7.85356,0,1,0
2066,0,2017,0,0,0,0.0402685,0,6.53053,5.4925199,8.6621199,6.8699198,8.0244303,5.8183298,1,0
2067,0,2017,0,0,0.295302,0.0134228,0,6.23809,0,8.69699,6.7720098,8.1764898,5.7071099,2,0
2068,0,2017,0,0,0.295302,0.0067114,0,4.82586,3.43399,8.7389097,6.4518099,8.3117399,5.0172801,1,0
2069,0,2017,0,0,0.295302,0,0,3.77107,3.43399,8.7860699,5.8183298,8.4306602,5.2508898,1,0
2070,0,2017,0,0,0.449664,0,0,6.0722799,4.45263,8.8177996,6.5883799,8.4728203,3.43399,1,0
2071,0,2017,0,0,0.57047,0,0,6.8035102,4.2207098,8.8524904,6.4518099,8.5148001,5.3814301,0,0
2072,0,2017,0,0,0.597315,0,0,6.7345901,3.43399,8.8917799,5.8062201,8.5663204,5.6490402,4,0
2073,0,2017,0,0,0.201342,0,0,5.4847999,4.51086,8.9344997,6.5683498,8.6246996,6.1835999,0,0
2074,0,2017,0,0,0.536913,0,0.0872483,5.5503201,0,8.9796,6.8383298,8.6858597,5.0367599,1,0
2075,0,2017,0,0,0.744966,0,0.174497,5.98037,4.51086,9.0261898,6.69206,8.7494698,5.5503201,0,0
2076,0,2017,0,0,0.234899,0,0.577181,5.7810798,4.2207098,9.0674,5.9319801,8.8136797,5.2631798,1,0
2077,0,2017,0,0,0,0,0.516779,4.45263,5.3814301,9.0382996,6.23809,8.8745098,6.1114702,1,0
2078,0,2017,0,0,0,0,0.0939597,5.2508898,6.0650301,9.0127697,6.6409898,8.9263496,6.53053,1,2.0833299
2079,0,2017,0,0,0.201342,0,0.463087,4.1108699,4.45263,8.9907799,5.6261301,8.9790602,5.6082301,1,0
2080,0,2017,0,0,0.0067114,0,0.979866,6.2363701,5.35186,8.9734497,5.1700802,9.0317202,5.8062201,1,0
2081,0,2017,0,0,0.322148,0.0134228,0.395973,6.5710101,4.45263,8.9614496,6.5419002,9.0839596,0,1,0
2082,0,2017,0,0,0,0,0,6.9492698,5.35186,8.9551897,6.1202598,9.0665197,5.8957601,1,0
2083,0,2017,0,0,0,0,0,7.0974202,5.8021202,8.9542904,6.5566702,9.0528898,6.12675,1,0
2084,0,2017,0,0,1,0,0,7.2707,5.2508898,8.95259,7.112,9.0439301,5.5434499,0,0
2085,0,2017,0,0.0067114,0.295302,0.0268456,0.463087,7.2219901,4.45263,8.9504004,6.9675899,9.0398998,5.4925199,0,0
2086,0,2017,0,0,0.436242,0.0134228,0,6.69206,3.43399,8.95259,6.56389,9.0409098,5.9687099,0,0
2087,0,2017,0,0.0402685,0.241611,0.0872483,0,5.7071099,3.77107,8.9288702,6.10252,9.0469398,6.1519098,0,0
2088,0,2017,0,0.0738255,0.161074,0.0536913,0.228188,5.3619099,0,8.9084501,4.1108699,9.0578003,5.7266598,16,0
2089,0,2017,0,0.0738255,0,0.644295,0.100671,6.1640301,6.0722799,8.8754501,5.9319801,9.0731897,6.5875301,2,0
2090,0,2017,0,0.0268456,0,0.315436,0,6.20612,5.98037,8.8476,5.7266598,9.0927,6.7720098,2,0
2091,0,2017,0,0,0,0.0201342,0.134228,6.7223401,5.9191098,8.8259401,5.6021199,9.1158504,6.35289,4,0
2092,0,2017,0,0.0268456,0.0067114,0.187919,0.0939597,6.91717,5.0172801,8.8113699,0,9.1421099,6.23809,4,0
2093,0,2017,0,0,0.0134228,0.14094,0,6.32621,4.82586,8.8045197,5.4357901,9.17097,6.1835999,1,0
2094,0,2017,0,0.0067114,0.0134228,0.261745,0.308725,5.2508898,5.0910201,8.8057404,5.1700802,9.2010603,5.7071099,1,0
2095,0,2017,0,0.0201342,0.503356,0,0.0134228,5.8923302,4.1108699,8.81495,5.0367599,9.2112198,5.2631798,1,0
2096,0,2017,0,0,0.85906,0,0,6.8236299,3.77107,8.8317404,5.0172801,9.2247,4.1108699,1,
2097,0,2017,0,0,0.228188,0,0.409396,7.1252899,3.77107,8.8177204,6.3145299,9.24121,6.3583298,0,
2098,0,2017,0,0,0,0,0.0268456,7.38908,5.6021199,8.8069496,5.7853599,9.2600899,6.1539502,0,
2099,0,2017,0,0,0.134228,0,0.516779,7.4712,4.1108699,8.8041201,6.21521,9.2214298,5.0367599,1,
2100,0,2017,0,1,0,0,0,7.1664,5.8183298,8.8054399,6.6051698,9.1608601,6.35289,0,
2101,0,2017,0,0.154362,0.536913,0.120805,0,6.8485799,3.43399,8.7964602,6.4096999,9.0964699,4.1108699,0,
2102,0,2017,0,0,0.14094,0.281879,0,6.45961,4.7957902,8.7681799,6.8193402,9.02775,5.8183298,1,
2103,0,2017,0,0,0,0.268456,0,5.5959301,5.4847999,8.6739597,5.9319801,8.9541101,6.1640301,1,
2104,0,2017,0,0.161074,0.134228,0.174497,0.134228,4.2207098,4.1108699,8.5708704,4.51086,8.8748198,6.1539502,6,
2105,0,2017,0,0.134228,0.167785,0.0939597,0.154362,6.2415199,4.1108699,8.4573498,4.51086,8.7889605,6.43817,12,
2106,0,2017,0,0.154362,0.0201342,0.0402685,0.38255,6.99933,4.6928701,8.3315697,6.1202598,8.6954298,6.3362002,1,
2107,0,2017,0,0.241611,0,0.154362,0.154362,7.2556601,6.2632599,8.1915302,6.3473902,8.5928097,6.8913202,1,
2108,0,2017,0,0,0,0.0067114,0,7.3805799,5.4357901,8.0355396,6.2632599,8.4793301,6.0650301,2,
2109,0,2017,0,0,0.0268456,0,0.0939597,7.4623599,4.45263,7.8638401,5.1985002,8.3527002,5.2508898,8,
2110,0,2017,0,0,0,0,0,7.3420601,5.5959301,7.6831198,6.1855202,8.2100697,6.5295701,5,
2111,0,2017,0,0,0,0,0,6.9345498,5.8957601,7.5170298,5.8957601,8.0479803,7.03023,3,
2112,0,2017,0,0,0.0604027,0,0,6.42768,4.6928701,7.41717,4.45263,7.8629799,6.6635199,4,
2113,0,2017,0,0.0067114,0.389262,0.0134228,0,5.7853599,3.43399,7.3909702,4.6928701,7.6481199,5.9716501,2,
2114,0,2017,0,0,0,0.120805,0,6.10252,5.9687099,7.3908,6.0451698,7.3257399,6.23809,1,
2115,0,2017,0,0,0,0.0402685,0.234899,6.7557902,4.2207098,7.3908,4.45263,6.8611002,4.45263,11,
2116,0,2017,0,0,0,0,0,6.5099902,5.4608898,7.44345,5.4357901,5.9025402,5.5434499,2,
2199,0,2016,0,0,0.281879,0,0.228188,5.3094902,3.43399,9.03512,6.60185,9.0173702,5.7680202,2,0
2200,0,2016,0,0,0.348993,0.0067114,0.402685,6.6671801,0,9.0297203,6.9591298,8.99683,5.4847999,1,0
2201,0,2016,0,0,0.422819,0,0.14094,7.2326798,3.43399,9.0289402,7.0747299,8.9811401,5.0910201,1,0
2202,0,2016,0,0,0.557047,0,0.0738255,7.5683498,3.77107,9.0272198,7.2023902,8.9707804,6.12675,0,0
2203,0,2016,0,0,0.395973,0.0201342,0.167785,7.2023902,3.43399,9.0253401,6.6332502,8.9661102,6.2363701,0,0
2204,0,2016,0,0.0268456,0.530201,0.268456,0,6.6332502,4.2207098,9.0243998,5.3619099,8.9672804,5.5503201,3,0
2205,0,2016,0,0.355705,0.0402685,0.355705,0,5.5959301,4.2207098,9.0025101,3.43399,8.9742603,6.59516,14,0
2206,0,2016,0,0.201342,0.0671141,0.543624,0,6.1835999,4.2207098,8.9795399,5.0172801,8.9868002,6.8057199,4,0
2207,0,2016,0,0,0,0.107383,0,6.9149599,6.10252,8.9510403,6.2648902,9.0045004,7.0184598,1,0
2208,0,2016,0,0,0,0.0536913,0,6.9917698,5.5149899,8.9272003,5.9716501,9.0268202,7.0685601,4,0
2209,0,2016,0,0,0.0201342,0.0536913,0.134228,6.9285402,0,8.9087801,3.77107,9.0531397,6.3596802,6,0
2210,0,2016,0,0,0.395973,0.221477,0,6.42414,3.43399,8.8964596,5.5149899,9.0828104,4.5629802,2,0
2211,0,2016,0,0.0134228,0,0.281879,0,5.1399398,5.5149899,8.8906898,4.45263,9.1151896,6.4573898,1,0
2212,0,2016,0,0,0.771812,0.0201342,0.0872483,5.0172801,4.2207098,8.8917103,5.5434499,9.1392498,5.4357901,1,0
2213,0,2016,0,0,0.751678,0,0.0402685,6.1539502,4.51086,8.8994799,4.5629802,9.1507397,4.2207098,0,0
2214,0,2016,0,0,0.221477,0.0134228,0.416107,6.9492698,4.1108699,8.9136896,5.35186,9.1659203,5.6490402,2,
2215,0,2016,0,0,0.0805369,0,0.0067114,7.3971,4.9064898,8.9018202,5.5149899,9.1844101,5.71207,1,
2216,0,2016,0,0.295302,0.0067114,0.0402685,0,7.6433902,5.2508898,8.8927298,5.7361498,9.2053804,6.3145299,0,
2217,0,2016,0,0.288591,0.0469799,0.0268456,0.120805,7.67026,5.0172801,8.8903503,6.21521,9.21523,6.6214099,1,
2218,0,2016,0,0.342282,0.234899,0.107383,0.275168,7.4712,4.1108699,8.89079,5.8183298,9.1538601,5.0367599,1,
2219,0,2016,0,0,0.416107,0.0268456,0,7.3042002,3.43399,8.8780899,4.45263,9.0884895,5.3619099,0,
2220,0,2016,0,0.033557,0.0268456,0.677852,0,7.0097198,5.0172801,8.7957401,6.2005801,9.01859,5.8183298,1,
2221,0,2016,0,0.0067114,0.718121,0.14094,0,6.4416099,4.2207098,8.7070503,4.5629802,8.9434795,5.7071099,2,
2222,0,2016,0,0.0402685,0.167785,0.0469799,0,3.43399,4.7957902,8.6112404,5.0172801,8.86234,6.6671801,2,
2223,0,2016,0,0.0067114,0,0.127517,0,5.8923302,5.4925199,8.5075102,5.6490402,8.7741098,6.29496,1,
2224,0,2016,0,0.0469799,0.161074,0.322148,0.281879,6.36904,3.43399,8.3951998,0,8.6774597,6.7223401,12,
2225,0,2016,0,0.033557,0.14094,0.154362,0.328859,6.8362598,0,8.2741098,0,8.5706596,6.3174801,10,
2226,0,2016,0,0.0201342,0.161074,0.167785,0.261745,6.9542198,0,8.1452503,0,8.4513702,6.1835999,5,
2227,0,2016,0,0.0201342,0.0939597,0.228188,0.161074,7.04001,3.77107,8.0123701,4.2207098,8.31639,6.0527101,12,
2228,0,2016,0,0.0067114,0.0872483,0.0738255,0,7.0998802,0,7.8846898,0,8.16117,6.6635199,5,
2229,0,2016,0,0,0.0536913,0,0,6.5976801,4.7957902,7.7800398,4.6928701,7.9790101,6.6463399,9,
2230,0,2016,0,0,0.181208,0,0,5.3094902,0,7.7234602,4.5629802,7.7597299,5.6919298,0,
2231,0,2016,0,0,0.651007,0.033557,0,5.1399398,4.2207098,7.7058001,0,7.4878402,4.2207098,2,
2232,0,2016,0,0,0,0.0604027,0,4.1108699,5.9716501,7.7057099,6.29954,7.1444502,6.29496,1,
2233,0,2017,0,0,0.0536913,0.711409,0,8.3981104,4.1108699,8.5399504,6.75701,8.2703199,4.6928701,0,0
2234,0,2017,0,0,0,0,0,8.3082504,5.4847999,8.4363403,7.2634602,8.1184397,0,0,0
2235,0,2017,0,0,0.255034,0.033557,0,8.2251501,3.43399,8.3270102,7.0998802,7.9464798,5.0172801,3,0
